grid_x,grid_y,real_x,real_y,height,terrain_type,r,g,b,hsv_h,hsv_s,hsv_v
11,132,363817.0,363307.81,117.25,GRASS,76,87,71,99.2,0.18,0.339
11,133,363817.0,363308.01,117.25,GRASS,73,84,67,101.7,0.2,0.331
11,134,363817.0,363308.21,117.25,GRASS,72,85,68,105.1,0.197,0.332
11,135,363817.0,363308.41,117.25,GRASS,73,85,69,105.0,0.192,0.334
11,136,363817.0,363308.61,117.36,GRASS,77,88,71,99.7,0.187,0.345
11,137,363817.0,363308.81,117.36,GRASS,79,89,72,95.3,0.182,0.347
11,138,363817.0,363309.01,117.36,GRASS,76,86,70,97.4,0.184,0.336
11,139,363817.0,363309.21,117.36,GRASS,71,82,67,104.1,0.182,0.322
11,140,363817.0,363309.41,117.36,GRASS,70,82,66,106.3,0.189,0.321
11,141,363817.0,363309.61,117.42,GRASS,73,84,68,102.6,0.191,0.33
11,142,363817.0,363309.81,117.42,GRASS,75,86,70,103.1,0.184,0.339
11,143,363817.0,363310.01,117.42,GRASS,78,89,75,104.9,0.162,0.35
11,144,363817.0,363310.21,117.42,GRASS,82,91,79,103.2,0.135,0.357
11,145,363817.0,363310.41,117.42,GRASS,90,95,85,92.0,0.1,0.372
11,146,363817.0,363310.61,117.48,CONCRETE,107,108,101,67.5,0.062,0.422
11,147,363817.0,363310.81,117.48,CONCRETE,124,121,116,37.6,0.062,0.485
11,148,363817.0,363311.01,117.48,CONCRETE,134,128,123,26.8,0.077,0.525
11,149,363817.0,363311.21,117.48,CONCRETE,137,129,124,23.6,0.092,0.536
11,150,363817.0,363311.41,117.48,CONCRETE,137,129,123,24.1,0.102,0.539
11,151,363817.0,363311.61,117.47,CONCRETE,138,129,123,26.0,0.107,0.54
11,152,363817.0,363311.81,117.47,CONCRETE,132,125,117,30.8,0.113,0.519
11,153,363817.0,363312.01,117.47,CONCRETE,117,112,103,40.4,0.124,0.459
11,154,363817.0,363312.21,117.47,CONCRETE,99,98,86,52.7,0.133,0.389
11,155,363817.0,363312.41,117.47,CONCRETE,89,90,78,65.1,0.137,0.353
11,156,363817.0,363312.61,117.52,GRASS,85,88,76,75.0,0.137,0.346
11,157,363817.0,363312.81,117.52,GRASS,81,86,74,83.6,0.139,0.336
11,158,363817.0,363313.01,117.52,GRASS,77,84,70,91.2,0.159,0.328
11,159,363817.0,363313.21,117.52,GRASS,76,85,70,95.3,0.176,0.332
11,160,363817.0,363313.41,117.52,GRASS,77,87,72,98.2,0.18,0.343
11,161,363817.0,363313.61,117.52,GRASS,74,84,68,100.2,0.189,0.33
11,162,363817.0,363313.81,117.62,GRASS,73,83,67,99.8,0.19,0.326
11,163,363817.0,363314.01,117.62,GRASS,76,86,70,96.1,0.183,0.337
11,164,363817.0,363314.21,117.62,GRASS,81,89,73,91.4,0.177,0.349
11,165,363817.0,363314.41,117.62,GRASS,81,89,73,87.5,0.179,0.347
11,166,363817.0,363314.61,117.62,GRASS,79,87,71,90.0,0.181,0.341
11,167,363817.0,363314.81,117.73,GRASS,77,86,70,95.8,0.184,0.337
11,168,363817.0,363315.01,117.73,GRASS,76,86,70,99.5,0.183,0.338
11,169,363817.0,363315.21,117.73,GRASS,76,87,70,98.6,0.188,0.34
11,170,363817.0,363315.41,117.73,GRASS,74,85,68,99.1,0.199,0.334
11,171,363817.0,363315.61,117.73,GRASS,71,83,66,102.1,0.207,0.325
11,172,363817.0,363315.81,117.84,GRASS,67,80,63,105.4,0.213,0.315
11,173,363817.0,363316.01,117.84,GRASS,67,81,64,107.9,0.21,0.317
11,174,363817.0,363316.21,117.84,GRASS,70,83,66,108.1,0.204,0.327
11,175,363817.0,363316.41,117.84,GRASS,70,84,67,108.3,0.203,0.328
11,176,363817.0,363316.61,117.84,GRASS,68,82,65,108.7,0.207,0.322
11,177,363817.0,363316.81,117.96,GRASS,66,81,64,111.1,0.213,0.318
11,178,363817.0,363317.01,117.96,GRASS,66,80,63,111.2,0.215,0.315
11,179,363817.0,363317.21,117.96,GRASS,65,79,62,110.3,0.216,0.311
11,180,363817.0,363317.41,117.96,GRASS,68,81,64,107.3,0.212,0.319
11,181,363817.0,363317.61,117.96,GRASS,72,85,67,104.9,0.208,0.333
11,182,363817.0,363317.81,118.03,GRASS,73,86,68,102.5,0.206,0.336
11,183,363817.0,363318.01,118.03,GRASS,73,86,68,102.7,0.205,0.336
11,184,363817.0,363318.21,118.03,GRASS,73,86,69,104.8,0.202,0.337
11,185,363817.0,363318.41,118.03,GRASS,74,87,70,107.5,0.196,0.342
11,186,363817.0,363318.61,118.03,GRASS,72,86,69,109.6,0.198,0.339
11,187,363817.0,363318.81,118.11,GRASS,71,86,69,111.8,0.2,0.339
11,188,363817.0,363319.01,118.11,GRASS,71,87,69,112.6,0.205,0.34
11,189,363817.0,363319.21,118.11,GRASS,71,87,69,112.0,0.211,0.341
11,190,363817.0,363319.41,118.11,GRASS,70,86,67,110.2,0.211,0.335
12,0,363817.2,363281.41,116.13,GRASS,32,42,42,183.0,0.25,0.166
12,1,363817.2,363281.61,116.13,GRASS,36,46,45,172.6,0.225,0.18
12,2,363817.2,363281.81,116.13,GRASS,41,52,48,157.8,0.205,0.204
12,3,363817.2,363282.01,116.13,GRASS,45,56,51,152.9,0.194,0.219
12,4,363817.2,363282.21,116.13,GRASS,45,56,51,149.7,0.194,0.221
12,5,363817.2,363282.41,116.15,GRASS,46,57,49,140.6,0.197,0.223
12,6,363817.2,363282.61,116.15,GRASS,51,63,53,129.1,0.185,0.246
12,7,363817.2,363282.81,116.15,GRASS,58,70,58,120.4,0.17,0.275
12,8,363817.2,363283.01,116.15,GRASS,61,73,61,117.5,0.171,0.288
12,9,363817.2,363283.21,116.15,GRASS,61,73,60,115.9,0.177,0.285
12,10,363817.2,363283.41,116.17,GRASS,61,73,59,113.0,0.187,0.286
12,11,363817.2,363283.61,116.17,GRASS,62,75,60,110.1,0.196,0.293
12,12,363817.2,363283.81,116.17,GRASS,63,75,60,108.3,0.206,0.296
12,13,363817.2,363284.01,116.17,GRASS,63,75,59,106.4,0.22,0.296
12,14,363817.2,363284.21,116.17,GRASS,63,76,59,105.1,0.224,0.299
12,15,363817.2,363284.41,116.17,GRASS,66,78,62,104.4,0.216,0.308
12,16,363817.2,363284.61,116.17,GRASS,66,78,61,104.1,0.213,0.305
12,17,363817.2,363284.81,116.17,GRASS,62,74,58,104.1,0.223,0.292
12,18,363817.2,363285.01,116.17,GRASS,62,75,58,104.1,0.223,0.292
12,19,363817.2,363285.21,116.17,GRASS,65,77,60,104.1,0.215,0.302
12,20,363817.2,363285.41,116.18,GRASS,68,80,63,104.1,0.208,0.313
12,21,363817.2,363285.61,116.18,GRASS,71,83,66,104.1,0.201,0.325
12,22,363817.2,363285.81,116.18,GRASS,73,85,69,104.2,0.195,0.334
12,23,363817.2,363286.01,116.18,GRASS,73,85,69,104.5,0.194,0.335
12,24,363817.2,363286.21,116.18,GRASS,70,83,66,104.8,0.201,0.325
12,25,363817.2,363286.41,116.23,GRASS,70,82,66,104.8,0.202,0.323
12,26,363817.2,363286.61,116.23,GRASS,69,81,65,104.3,0.204,0.318
12,27,363817.2,363286.81,116.23,GRASS,68,80,64,103.1,0.204,0.314
12,28,363817.2,363287.01,116.23,GRASS,69,81,64,101.6,0.2,0.316
12,29,363817.2,363287.21,116.23,GRASS,72,82,67,100.2,0.193,0.323
12,30,363817.2,363287.41,116.25,GRASS,73,83,67,98.8,0.19,0.325
12,31,363817.2,363287.61,116.25,GRASS,73,83,67,98.4,0.189,0.326
12,32,363817.2,363287.81,116.25,GRASS,75,85,69,100.6,0.189,0.335
12,33,363817.2,363288.01,116.25,GRASS,75,87,70,100.9,0.191,0.34
12,34,363817.2,363288.21,116.25,GRASS,76,87,70,98.5,0.196,0.341
12,35,363817.2,363288.41,116.25,GRASS,76,86,69,94.6,0.197,0.338
12,36,363817.2,363288.61,116.25,GRASS,78,88,71,93.3,0.193,0.343
12,37,363817.2,363288.81,116.25,GRASS,76,87,70,97.7,0.195,0.34
12,38,363817.2,363289.01,116.25,GRASS,71,83,66,103.3,0.204,0.326
12,39,363817.2,363289.21,116.25,GRASS,68,81,64,105.7,0.211,0.317
12,40,363817.2,363289.41,116.25,GRASS,66,79,62,105.9,0.215,0.311
12,41,363817.2,363289.61,116.25,GRASS,67,80,63,105.3,0.213,0.313
12,42,363817.2,363289.81,116.25,GRASS,72,84,67,103.3,0.202,0.329
12,43,363817.2,363290.01,116.25,GRASS,75,87,70,100.5,0.196,0.341
12,44,363817.2,363290.21,116.25,GRASS,78,89,72,98.8,0.192,0.348
12,45,363817.2,363290.41,116.28,GRASS,77,88,71,98.8,0.194,0.344
12,46,363817.2,363290.61,116.28,GRASS,74,85,68,99.3,0.2,0.332
12,47,363817.2,363290.81,116.28,GRASS,71,82,66,99.9,0.204,0.323
12,48,363817.2,363291.01,116.28,GRASS,74,85,68,98.9,0.197,0.332
12,49,363817.2,363291.21,116.28,GRASS,78,88,71,96.3,0.191,0.346
12,50,363817.2,363291.41,116.32,GRASS,81,90,74,94.1,0.184,0.354
12,51,363817.2,363291.61,116.32,GRASS,82,90,74,92.6,0.173,0.353
12,52,363817.2,363291.81,116.32,GRASS,83,90,76,89.7,0.16,0.354
12,53,363817.2,363292.01,116.32,GRASS,84,90,76,86.3,0.158,0.353
12,54,363817.2,363292.21,116.32,GRASS,85,91,76,84.2,0.159,0.356
12,55,363817.2,363292.41,116.32,GRASS,86,92,77,84.7,0.159,0.36
12,56,363817.2,363292.61,116.36,GRASS,85,92,77,87.4,0.159,0.36
12,57,363817.2,363292.81,116.36,GRASS,84,91,76,88.9,0.171,0.359
12,58,363817.2,363293.01,116.36,GRASS,82,90,73,89.9,0.185,0.353
12,59,363817.2,363293.21,116.36,GRASS,80,88,72,90.7,0.19,0.346
12,60,363817.2,363293.41,116.36,GRASS,79,88,71,90.7,0.191,0.345
12,61,363817.2,363293.61,116.4,GRASS,80,89,72,91.3,0.189,0.348
12,62,363817.2,363293.81,116.4,GRASS,80,90,73,93.1,0.188,0.352
12,63,363817.2,363294.01,116.4,GRASS,80,90,73,94.7,0.187,0.352
12,64,363817.2,363294.21,116.4,GRASS,81,90,74,93.0,0.18,0.352
12,65,363817.2,363294.41,116.4,GRASS,82,90,74,89.6,0.17,0.351
12,66,363817.2,363294.61,116.45,GRASS,81,89,74,90.3,0.167,0.347
12,67,363817.2,363294.81,116.45,GRASS,78,87,72,95.6,0.175,0.342
12,68,363817.2,363295.01,116.45,GRASS,77,88,72,100.7,0.182,0.344
12,69,363817.2,363295.21,116.45,GRASS,77,88,72,102.1,0.184,0.345
12,70,363817.2,363295.41,116.45,GRASS,78,89,73,99.6,0.179,0.348
12,71,363817.2,363295.61,116.51,GRASS,80,89,73,95.1,0.173,0.348
12,72,363817.2,363295.81,116.51,GRASS,81,89,74,93.9,0.17,0.35
12,73,363817.2,363296.01,116.51,GRASS,78,88,72,97.7,0.177,0.345
12,74,363817.2,363296.21,116.51,GRASS,76,87,71,101.4,0.184,0.342
12,75,363817.2,363296.41,116.51,GRASS,75,86,70,101.8,0.187,0.339
12,76,363817.2,363296.61,116.56,GRASS,75,86,70,102.2,0.188,0.338
12,77,363817.2,363296.81,116.56,GRASS,73,85,69,102.2,0.191,0.333
12,78,363817.2,363297.01,116.56,GRASS,74,84,69,101.3,0.187,0.331
12,79,363817.2,363297.21,116.56,GRASS,76,86,71,98.8,0.175,0.337
12,80,363817.2,363297.41,116.56,GRASS,80,88,74,95.4,0.165,0.347
12,81,363817.2,363297.61,116.61,GRASS,80,89,73,93.9,0.171,0.347
12,82,363817.2,363297.81,116.61,GRASS,79,88,72,92.2,0.179,0.345
12,83,363817.2,363298.01,116.61,GRASS,80,88,72,90.5,0.185,0.345
12,84,363817.2,363298.21,116.61,GRASS,81,89,73,89.6,0.181,0.351
12,85,363817.2,363298.41,116.61,GRASS,82,90,74,89.6,0.171,0.352
12,86,363817.2,363298.61,116.65,GRASS,82,89,74,89.8,0.165,0.349
12,87,363817.2,363298.81,116.65,GRASS,80,87,73,90.6,0.169,0.343
12,88,363817.2,363299.01,116.65,GRASS,79,87,72,91.5,0.173,0.34
12,89,363817.2,363299.21,116.65,GRASS,80,88,72,91.9,0.175,0.344
12,90,363817.2,363299.41,116.65,GRASS,81,89,73,91.9,0.178,0.349
12,91,363817.2,363299.61,116.72,GRASS,80,88,72,90.8,0.18,0.346
12,92,363817.2,363299.81,116.72,GRASS,80,87,72,88.4,0.174,0.34
12,93,363817.2,363300.01,116.72,GRASS,83,88,74,84.5,0.162,0.347
12,94,363817.2,363300.21,116.72,GRASS,84,89,75,81.1,0.16,0.35
12,95,363817.2,363300.41,116.72,GRASS,85,89,74,77.2,0.163,0.349
12,96,363817.2,363300.61,116.77,GRASS,85,89,75,76.0,0.167,0.351
12,97,363817.2,363300.81,116.77,GRASS,88,92,77,76.0,0.163,0.36
12,98,363817.2,363301.01,116.77,GRASS,89,93,78,76.1,0.161,0.364
12,99,363817.2,363301.21,116.77,GRASS,88,92,77,76.5,0.158,0.36
12,100,363817.2,363301.41,116.77,GRASS,84,89,75,80.6,0.158,0.349
12,101,363817.2,363301.61,116.86,GRASS,82,87,74,84.4,0.158,0.343
12,102,363817.2,363301.81,116.86,GRASS,82,87,73,82.5,0.16,0.341
12,103,363817.2,363302.01,116.86,GRASS,82,88,73,82.3,0.162,0.344
12,104,363817.2,363302.21,116.86,GRASS,83,89,74,86.7,0.166,0.349
12,105,363817.2,363302.41,116.86,GRASS,81,90,74,93.9,0.171,0.351
12,106,363817.2,363302.61,116.92,GRASS,78,89,73,98.6,0.179,0.348
12,107,363817.2,363302.81,116.92,GRASS,78,89,73,98.7,0.178,0.347
12,108,363817.2,363303.01,116.92,GRASS,82,91,76,93.3,0.166,0.355
12,109,363817.2,363303.21,116.92,GRASS,85,92,77,86.4,0.156,0.359
12,110,363817.2,363303.41,116.92,GRASS,85,91,77,84.3,0.154,0.356
12,111,363817.2,363303.61,117.01,GRASS,83,89,75,85.0,0.157,0.349
12,112,363817.2,363303.81,117.01,GRASS,83,89,75,85.8,0.159,0.35
12,113,363817.2,363304.01,117.01,GRASS,85,91,76,85.9,0.161,0.357
12,114,363817.2,363304.21,117.01,GRASS,86,93,77,86.6,0.167,0.363
12,115,363817.2,363304.41,117.01,GRASS,85,93,77,89.0,0.176,0.365
12,116,363817.2,363304.61,117.07,GRASS,83,91,75,91.6,0.183,0.358
12,117,363817.2,363304.81,117.07,GRASS,79,89,72,95.5,0.189,0.349
12,118,363817.2,363305.01,117.07,GRASS,78,88,72,97.5,0.185,0.345
12,119,363817.2,363305.21,117.07,GRASS,78,88,73,98.0,0.179,0.347
12,120,363817.2,363305.41,117.07,GRASS,79,88,73,97.7,0.177,0.346
12,121,363817.2,363305.61,117.16,GRASS,77,87,72,97.7,0.179,0.342
12,122,363817.2,363305.81,117.16,GRASS,77,87,71,97.0,0.179,0.341
12,123,363817.2,363306.01,117.16,GRASS,77,86,70,96.2,0.18,0.337
12,124,363817.2,363306.21,117.16,GRASS,76,85,70,95.8,0.18,0.335
12,125,363817.2,363306.41,117.16,GRASS,78,87,72,96.4,0.178,0.341
12,126,363817.2,363306.61,117.21,GRASS,78,89,73,100.2,0.18,0.349
12,127,363817.2,363306.81,117.21,GRASS,77,89,73,103.5,0.179,0.347
12,128,363817.2,363307.01,117.21,GRASS,76,88,73,105.5,0.17,0.343
12,129,363817.2,363307.21,117.21,GRASS,76,87,73,106.2,0.161,0.342
12,130,363817.2,363307.41,117.21,GRASS,77,88,74,107.0,0.157,0.345
12,131,363817.2,363307.61,117.25,GRASS,76,87,73,105.8,0.165,0.341
12,132,363817.2,363307.81,117.25,GRASS,74,86,70,104.6,0.181,0.337
12,133,363817.2,363308.01,117.25,GRASS,72,84,68,104.7,0.198,0.331
12,134,363817.2,363308.21,117.25,GRASS,71,84,68,106.9,0.192,0.329
12,135,363817.2,363308.41,117.25,GRASS,72,84,69,105.6,0.187,0.33
12,136,363817.2,363308.61,117.36,GRASS,75,86,70,99.9,0.186,0.336
12,137,363817.2,363308.81,117.36,GRASS,77,87,71,96.0,0.184,0.339
12,138,363817.2,363309.01,117.36,GRASS,74,84,68,97.6,0.189,0.328
12,139,363817.2,363309.21,117.36,GRASS,70,81,66,102.7,0.187,0.316
12,140,363817.2,363309.41,117.36,GRASS,71,82,67,104.1,0.186,0.323
12,141,363817.2,363309.61,117.42,GRASS,76,86,71,100.1,0.179,0.339
12,142,363817.2,363309.81,117.42,GRASS,80,90,75,101.0,0.158,0.351
12,143,363817.2,363310.01,117.42,GRASS,83,91,79,102.8,0.127,0.357
12,144,363817.2,363310.21,117.42,GRASS,90,96,87,97.4,0.096,0.377
12,145,363817.2,363310.41,117.42,GRASS,104,106,98,76.7,0.069,0.414
12,146,363817.2,363310.61,117.48,CONCRETE,121,119,114,45.8,0.059,0.474
12,147,363817.2,363310.81,117.48,CONCRETE,131,126,122,29.5,0.071,0.514
12,148,363817.2,363311.01,117.48,CONCRETE,135,128,123,24.1,0.087,0.53
12,149,363817.2,363311.21,117.48,CONCRETE,137,129,124,23.5,0.1,0.538
12,150,363817.2,363311.41,117.48,CONCRETE,137,130,123,28.1,0.106,0.539
12,151,363817.2,363311.61,117.47,CONCRETE,134,127,119,34.6,0.11,0.524
12,152,363817.2,363311.81,117.47,CONCRETE,122,117,107,42.1,0.117,0.477
12,153,363817.2,363312.01,117.47,CONCRETE,104,102,91,51.6,0.127,0.407
12,154,363817.2,363312.21,117.47,CONCRETE,90,91,78,63.8,0.138,0.356
12,155,363817.2,363312.41,117.47,GRASS,83,86,74,73.9,0.146,0.338
12,156,363817.2,363312.61,117.52,GRASS,82,86,74,82.7,0.142,0.338
12,157,363817.2,363312.81,117.52,GRASS,80,86,74,90.6,0.142,0.339
12,158,363817.2,363313.01,117.52,GRASS,76,85,70,98.0,0.167,0.331
12,159,363817.2,363313.21,117.52,GRASS,73,84,69,101.6,0.186,0.331
12,160,363817.2,363313.41,117.52,GRASS,76,87,71,102.7,0.187,0.343
12,161,363817.2,363313.61,117.52,GRASS,76,87,71,102.1,0.186,0.341
12,162,363817.2,363313.81,117.62,GRASS,76,86,70,98.8,0.184,0.337
12,163,363817.2,363314.01,117.62,GRASS,80,89,73,94.5,0.179,0.348
12,164,363817.2,363314.21,117.62,GRASS,83,92,75,91.5,0.178,0.36
12,165,363817.2,363314.41,117.62,GRASS,82,91,74,89.6,0.186,0.355
12,166,363817.2,363314.61,117.62,GRASS,78,87,71,92.4,0.191,0.343
12,167,363817.2,363314.81,117.73,GRASS,76,87,70,97.1,0.19,0.34
12,168,363817.2,363315.01,117.73,GRASS,76,87,70,100.2,0.189,0.34
12,169,363817.2,363315.21,117.73,GRASS,75,86,69,100.4,0.196,0.337
12,170,363817.2,363315.41,117.73,GRASS,71,83,66,101.7,0.207,0.326
12,171,363817.2,363315.61,117.73,GRASS,68,81,64,103.9,0.213,0.317
12,172,363817.2,363315.81,117.84,GRASS,66,79,62,106.5,0.217,0.309
12,173,363817.2,363316.01,117.84,GRASS,67,81,64,108.4,0.211,0.316
12,174,363817.2,363316.21,117.84,GRASS,69,83,66,109.0,0.205,0.325
12,175,363817.2,363316.41,117.84,GRASS,69,83,66,109.1,0.205,0.325
12,176,363817.2,363316.61,117.84,GRASS,68,82,65,109.3,0.208,0.321
12,177,363817.2,363316.81,117.96,GRASS,67,82,65,110.0,0.209,0.32
12,178,363817.2,363317.01,117.96,GRASS,67,81,64,110.0,0.21,0.318
12,179,363817.2,363317.21,117.96,GRASS,67,82,64,109.7,0.209,0.32
12,180,363817.2,363317.41,117.96,GRASS,70,83,66,107.8,0.205,0.327
12,181,363817.2,363317.61,117.96,GRASS,73,86,68,105.7,0.202,0.336
12,182,363817.2,363317.81,118.03,GRASS,73,86,68,103.8,0.206,0.336
12,183,363817.2,363318.01,118.03,GRASS,73,86,68,104.5,0.204,0.337
12,184,363817.2,363318.21,118.03,GRASS,72,85,68,106.6,0.202,0.335
12,185,363817.2,363318.41,118.03,GRASS,71,85,68,108.6,0.201,0.333
12,186,363817.2,363318.61,118.03,GRASS,71,85,68,109.3,0.201,0.332
12,187,363817.2,363318.81,118.11,GRASS,72,87,70,110.0,0.197,0.34
12,188,363817.2,363319.01,118.11,GRASS,72,86,69,110.4,0.2,0.339
12,189,363817.2,363319.21,118.11,GRASS,71,85,67,109.7,0.211,0.335
12,190,363817.2,363319.41,118.11,GRASS,70,84,66,108.2,0.213,0.33
13,0,363817.4,363281.41,116.13,GRASS,42,53,50,165.6,0.2,0.207
13,1,363817.4,363281.61,116.13,GRASS,47,57,52,152.3,0.19,0.225
13,2,363817.4,363281.81,116.13,GRASS,53,65,56,132.3,0.177,0.255
13,3,363817.4,363282.01,116.13,GRASS,57,68,58,124.5,0.172,0.268
13,4,363817.4,363282.21,116.13,GRASS,58,70,58,122.2,0.17,0.273
13,5,363817.4,363282.41,116.15,GRASS,57,69,57,118.8,0.176,0.272
13,6,363817.4,363282.61,116.15,GRASS,60,72,58,114.0,0.189,0.282
13,7,363817.4,363282.81,116.15,GRASS,62,75,60,110.8,0.196,0.293
13,8,363817.4,363283.01,116.15,GRASS,64,77,62,110.3,0.193,0.301
13,9,363817.4,363283.21,116.15,GRASS,64,76,62,111.5,0.187,0.297
13,10,363817.4,363283.41,116.17,GRASS,62,74,61,112.0,0.186,0.292
13,11,363817.4,363283.61,116.17,GRASS,64,76,62,111.2,0.186,0.297
13,12,363817.4,363283.81,116.17,GRASS,64,77,62,109.3,0.193,0.3
13,13,363817.4,363284.01,116.17,GRASS,64,76,60,105.9,0.209,0.299
13,14,363817.4,363284.21,116.17,GRASS,64,77,60,102.9,0.22,0.3
13,15,363817.4,363284.41,116.17,GRASS,67,79,62,102.2,0.212,0.309
13,16,363817.4,363284.61,116.17,GRASS,67,79,63,102.2,0.205,0.309
13,17,363817.4,363284.81,116.17,GRASS,65,77,60,102.2,0.211,0.301
13,18,363817.4,363285.01,116.17,GRASS,66,77,61,102.2,0.209,0.303
13,19,363817.4,363285.21,116.17,GRASS,68,80,64,102.2,0.203,0.313
13,20,363817.4,363285.41,116.18,GRASS,71,82,66,102.2,0.197,0.323
13,21,363817.4,363285.61,116.18,GRASS,73,84,68,102.2,0.193,0.329
13,22,363817.4,363285.81,116.18,GRASS,74,85,69,101.5,0.19,0.332
13,23,363817.4,363286.01,116.18,GRASS,74,85,69,100.2,0.188,0.333
13,24,363817.4,363286.21,116.18,GRASS,73,83,67,98.7,0.19,0.326
13,25,363817.4,363286.41,116.23,GRASS,72,83,67,98.7,0.191,0.324
13,26,363817.4,363286.61,116.23,GRASS,72,82,66,98.5,0.192,0.322
13,27,363817.4,363286.81,116.23,GRASS,72,82,66,98.1,0.191,0.321
13,28,363817.4,363287.01,116.23,GRASS,72,82,66,98.4,0.192,0.321
13,29,363817.4,363287.21,116.23,GRASS,72,83,67,99.5,0.191,0.325
13,30,363817.4,363287.41,116.25,GRASS,72,83,67,100.6,0.192,0.325
13,31,363817.4,363287.61,116.25,GRASS,71,82,66,100.6,0.195,0.32
13,32,363817.4,363287.81,116.25,GRASS,71,82,66,101.5,0.196,0.323
13,33,363817.4,363288.01,116.25,GRASS,74,85,69,101.3,0.193,0.333
13,34,363817.4,363288.21,116.25,GRASS,76,87,70,98.9,0.194,0.341
13,35,363817.4,363288.41,116.25,GRASS,77,87,70,94.6,0.196,0.341
13,36,363817.4,363288.61,116.25,GRASS,78,88,71,93.5,0.192,0.344
13,37,363817.4,363288.81,116.25,GRASS,77,88,71,97.7,0.189,0.344
13,38,363817.4,363289.01,116.25,GRASS,72,84,68,103.1,0.196,0.331
13,39,363817.4,363289.21,116.25,GRASS,69,81,64,105.2,0.207,0.319
13,40,363817.4,363289.41,116.25,GRASS,68,81,64,105.3,0.211,0.316
13,41,363817.4,363289.61,116.25,GRASS,70,82,65,103.6,0.207,0.321
13,42,363817.4,363289.81,116.25,GRASS,74,85,68,101.1,0.199,0.335
13,43,363817.4,363290.01,116.25,GRASS,76,87,70,99.4,0.195,0.342
13,44,363817.4,363290.21,116.25,GRASS,77,88,71,99.0,0.192,0.346
13,45,363817.4,363290.41,116.28,GRASS,75,86,69,99.4,0.196,0.335
13,46,363817.4,363290.61,116.28,GRASS,70,81,65,101.1,0.202,0.318
13,47,363817.4,363290.81,116.28,GRASS,67,79,63,103.5,0.206,0.311
13,48,363817.4,363291.01,116.28,GRASS,71,83,66,103.9,0.198,0.325
13,49,363817.4,363291.21,116.28,GRASS,76,87,70,100.4,0.195,0.343
13,50,363817.4,363291.41,116.32,GRASS,79,90,73,97.9,0.188,0.352
13,51,363817.4,363291.61,116.32,GRASS,81,90,74,95.6,0.177,0.353
13,52,363817.4,363291.81,116.32,GRASS,84,92,77,92.4,0.165,0.36
13,53,363817.4,363292.01,116.32,GRASS,86,93,78,89.0,0.163,0.366
13,54,363817.4,363292.21,116.32,GRASS,86,93,78,87.7,0.167,0.366
13,55,363817.4,363292.41,116.32,GRASS,85,92,77,88.2,0.17,0.362
13,56,363817.4,363292.61,116.36,GRASS,85,93,77,89.8,0.167,0.363
13,57,363817.4,363292.81,116.36,GRASS,86,94,78,91.0,0.169,0.368
13,58,363817.4,363293.01,116.36,GRASS,83,92,76,91.4,0.176,0.36
13,59,363817.4,363293.21,116.36,GRASS,81,89,73,91.8,0.183,0.35
13,60,363817.4,363293.41,116.36,GRASS,80,89,72,91.8,0.188,0.348
13,61,363817.4,363293.61,116.4,GRASS,80,90,73,92.3,0.19,0.351
13,62,363817.4,363293.81,116.4,GRASS,79,89,72,94.6,0.189,0.35
13,63,363817.4,363294.01,116.4,GRASS,78,88,72,96.5,0.186,0.345
13,64,363817.4,363294.21,116.4,GRASS,79,88,72,94.5,0.176,0.344
13,65,363817.4,363294.41,116.4,GRASS,81,88,74,88.6,0.166,0.346
13,66,363817.4,363294.61,116.45,GRASS,81,88,74,88.0,0.163,0.345
13,67,363817.4,363294.81,116.45,GRASS,80,88,73,92.9,0.169,0.346
13,68,363817.4,363295.01,116.45,GRASS,78,89,73,98.8,0.178,0.348
13,69,363817.4,363295.21,116.45,GRASS,77,88,72,102.0,0.183,0.347
13,70,363817.4,363295.41,116.45,GRASS,77,87,71,100.3,0.183,0.343
13,71,363817.4,363295.61,116.51,GRASS,78,87,72,95.8,0.177,0.342
13,72,363817.4,363295.81,116.51,GRASS,80,89,74,93.9,0.171,0.348
13,73,363817.4,363296.01,116.51,GRASS,79,89,73,97.7,0.176,0.348
13,74,363817.4,363296.21,116.51,GRASS,79,90,74,101.2,0.178,0.352
13,75,363817.4,363296.41,116.51,GRASS,77,88,72,101.2,0.181,0.347
13,76,363817.4,363296.61,116.56,GRASS,77,88,72,101.2,0.183,0.344
13,77,363817.4,363296.81,116.56,GRASS,76,87,71,100.6,0.183,0.341
13,78,363817.4,363297.01,116.56,GRASS,78,88,73,98.3,0.177,0.346
13,79,363817.4,363297.21,116.56,GRASS,81,90,75,94.7,0.168,0.351
13,80,363817.4,363297.41,116.56,GRASS,81,90,75,92.3,0.168,0.351
13,81,363817.4,363297.61,116.61,GRASS,80,89,73,91.5,0.176,0.347
13,82,363817.4,363297.81,116.61,GRASS,79,87,71,90.1,0.184,0.343
13,83,363817.4,363298.01,116.61,GRASS,79,86,70,88.3,0.187,0.339
13,84,363817.4,363298.21,116.61,GRASS,79,87,71,87.3,0.183,0.339
13,85,363817.4,363298.41,116.61,GRASS,81,87,72,87.2,0.172,0.343
13,86,363817.4,363298.61,116.65,GRASS,82,88,74,88.1,0.162,0.347
13,87,363817.4,363298.81,116.65,GRASS,80,87,72,90.1,0.169,0.341
13,88,363817.4,363299.01,116.65,GRASS,79,87,72,92.0,0.173,0.34
