grid_x,grid_y,real_x,real_y,height,terrain_type,r,g,b,hsv_h,hsv_s,hsv_v
22,79,364318.0,364119.13,113.44,GRASS,84,93,75,91.5,0.193,0.366
22,80,364318.0,364119.33,113.44,GRASS,87,94,76,82.8,0.19,0.368
22,81,364318.0,364119.53,113.44,GRASS,96,99,83,72.1,0.162,0.388
22,82,364318.0,364119.73,113.44,CONCRETE,116,115,102,57.8,0.123,0.455
22,83,364318.0,364119.93,113.44,CONCRETE,146,142,131,44.1,0.104,0.573
22,84,364318.0,364120.13,113.16,CONCRETE,171,164,155,35.0,0.092,0.67
22,85,364318.0,364120.33,113.16,CONCRETE,182,174,166,30.6,0.087,0.712
22,86,364318.0,364120.53,113.16,CONCRETE,184,176,169,29.2,0.085,0.723
22,87,364318.0,364120.73,113.16,CONCRETE,185,177,169,29.4,0.084,0.724
22,88,364318.0,364120.93,113.16,CONCRETE,184,176,169,30.2,0.081,0.721
22,89,364318.0,364121.13,113.01,CONCRETE,182,175,167,31.1,0.081,0.715
22,90,364318.0,364121.33,113.01,CONCRETE,181,174,166,32.4,0.081,0.71
22,91,364318.0,364121.53,113.01,CONCRETE,180,174,165,34.8,0.08,0.705
22,92,364318.0,364121.73,113.01,CONCRETE,179,173,164,35.7,0.085,0.703
22,93,364318.0,364121.93,113.01,CONCRETE,181,174,164,35.6,0.091,0.709
22,94,364318.0,364122.13,113.03,CONCRETE,182,175,165,35.3,0.093,0.715
22,95,364318.0,364122.33,113.03,CONCRETE,183,176,166,34.8,0.091,0.717
22,96,364318.0,364122.53,113.03,CONCRETE,183,176,167,33.8,0.088,0.718
22,97,364318.0,364122.73,113.03,CONCRETE,184,177,168,32.7,0.084,0.72
22,98,364318.0,364122.93,113.03,CONCRETE,184,177,169,32.1,0.082,0.723
22,99,364318.0,364123.13,112.99,CONCRETE,185,178,170,32.0,0.081,0.726
22,100,364318.0,364123.33,112.99,CONCRETE,187,180,172,31.1,0.078,0.733
22,101,364318.0,364123.53,112.99,CONCRETE,187,180,173,31.1,0.078,0.734
22,102,364318.0,364123.73,112.99,CONCRETE,187,180,172,32.1,0.081,0.732
22,103,364318.0,364123.93,112.99,CONCRETE,186,179,170,33.9,0.087,0.729
22,104,364318.0,364124.13,113.33,CONCRETE,184,178,168,38.8,0.089,0.721
22,105,364318.0,364124.33,113.33,CONCRETE,174,170,158,46.2,0.095,0.683
22,106,364318.0,364124.53,113.33,CONCRETE,150,148,133,55.0,0.111,0.587
22,107,364318.0,364124.73,113.33,CONCRETE,121,121,104,61.8,0.141,0.475
22,108,364318.0,364124.93,113.33,DIRT,103,105,87,67.2,0.165,0.411
22,109,364318.0,364125.13,113.4,DIRT,102,104,88,68.3,0.157,0.409
22,110,364318.0,364125.33,113.4,CONCRETE,115,115,100,61.6,0.13,0.452
22,111,364318.0,364125.53,113.4,CONCRETE,134,132,118,49.6,0.124,0.527
22,112,364318.0,364125.73,113.4,CONCRETE,146,141,128,42.2,0.126,0.573
22,113,364318.0,364125.93,113.4,CONCRETE,140,135,122,42.0,0.132,0.551
22,114,364318.0,364126.13,113.39,CONCRETE,129,125,111,46.8,0.138,0.505
22,115,364318.0,364126.33,113.39,GRASS,124,122,107,54.3,0.137,0.484
22,116,364318.0,364126.53,113.39,GRASS,128,127,111,57.2,0.13,0.501
22,117,364318.0,364126.73,113.39,GRASS,129,128,112,58.2,0.126,0.504
22,118,364318.0,364126.93,113.39,GRASS,125,125,109,61.2,0.127,0.49
22,119,364318.0,364127.13,113.36,GRASS,119,121,104,66.5,0.136,0.473
22,120,364318.0,364127.33,113.36,GRASS,114,117,100,69.9,0.143,0.459
22,121,364318.0,364127.53,113.36,GRASS,115,118,101,70.7,0.146,0.465
22,122,364318.0,364127.73,113.36,GRASS,119,122,104,69.0,0.147,0.478
22,123,364318.0,364127.93,113.36,GRASS,123,126,107,66.8,0.148,0.492
22,124,364318.0,364128.13,113.31,GRASS,123,126,106,66.9,0.157,0.492
22,125,364318.0,364128.33,113.31,GRASS,118,120,100,68.0,0.171,0.472
22,126,364318.0,364128.53,113.31,GRASS,110,114,92,70.7,0.188,0.446
22,127,364318.0,364128.73,113.31,GRASS,105,110,88,72.7,0.199,0.43
22,128,364318.0,364128.93,113.31,GRASS,105,111,89,76.6,0.201,0.437
22,129,364318.0,364129.13,113.2,GRASS,104,111,88,80.2,0.206,0.437
22,130,364318.0,364129.33,113.2,GRASS,101,109,86,81.9,0.213,0.428
22,131,364318.0,364129.53,113.2,GRASS,100,109,86,82.0,0.21,0.426
22,132,364318.0,364129.73,113.2,GRASS,106,113,92,78.8,0.187,0.442
22,133,364318.0,364129.93,113.2,GRASS,116,121,101,75.1,0.166,0.473
22,134,364318.0,364130.13,113.16,GRASS,123,128,108,74.8,0.157,0.502
22,135,364318.0,364130.33,113.16,GRASS,116,123,101,78.5,0.173,0.48
22,136,364318.0,364130.53,113.16,GRASS,108,116,93,81.3,0.193,0.454
22,137,364318.0,364130.73,113.16,GRASS,101,110,86,83.4,0.213,0.43
22,138,364318.0,364130.93,113.16,GRASS,101,111,87,84.5,0.215,0.435
22,139,364318.0,364131.13,113.17,GRASS,103,113,89,85.6,0.211,0.445
22,140,364318.0,364131.33,113.17,GRASS,103,112,88,84.1,0.215,0.441
22,141,364318.0,364131.53,113.17,GRASS,102,110,86,80.9,0.218,0.432
22,142,364318.0,364131.73,113.17,GRASS,107,114,90,77.2,0.208,0.446
22,143,364318.0,364131.93,113.17,GRASS,112,117,94,74.0,0.198,0.46
22,144,364318.0,364132.13,113.19,GRASS,115,120,97,71.3,0.192,0.469
22,145,364318.0,364132.33,113.19,GRASS,115,119,96,70.2,0.192,0.467
22,146,364318.0,364132.53,113.19,GRASS,112,116,93,70.6,0.198,0.454
22,147,364318.0,364132.73,113.19,GRASS,109,113,90,71.3,0.203,0.445
22,148,364318.0,364132.93,113.28,GRASS,109,114,92,74.0,0.2,0.449
22,149,364318.0,364133.13,113.28,GRASS,107,114,91,78.1,0.202,0.447
22,150,364318.0,364133.33,113.28,GRASS,106,114,90,80.5,0.209,0.446
22,151,364318.0,364133.53,113.28,GRASS,105,113,89,79.8,0.212,0.445
22,152,364318.0,364133.73,113.28,GRASS,107,114,90,78.0,0.208,0.446
22,153,364318.0,364133.93,113.36,GRASS,108,114,92,77.1,0.199,0.448
22,154,364318.0,364134.13,113.36,GRASS,105,113,91,81.9,0.193,0.442
22,155,364318.0,364134.33,113.36,GRASS,94,105,84,91.8,0.201,0.411
22,156,364318.0,364134.53,113.36,GRASS,83,97,76,100.9,0.213,0.38
22,157,364318.0,364134.73,113.36,GRASS,77,92,72,105.3,0.22,0.36
22,158,364318.0,364134.93,113.4,GRASS,75,90,70,106.0,0.223,0.353
22,159,364318.0,364135.13,113.4,GRASS,78,93,73,104.5,0.218,0.365
22,160,364318.0,364135.33,113.4,GRASS,84,98,78,101.8,0.208,0.385
22,161,364318.0,364135.53,113.4,GRASS,89,102,81,97.1,0.206,0.4
22,162,364318.0,364135.73,113.4,GRASS,94,105,83,90.5,0.212,0.414
22,163,364318.0,364135.93,113.39,GRASS,100,110,86,84.7,0.212,0.43
22,164,364318.0,364136.13,113.39,GRASS,105,113,89,78.6,0.209,0.442
22,165,364318.0,364136.33,113.39,GRASS,112,117,94,74.2,0.2,0.46
22,166,364318.0,364136.53,113.39,GRASS,114,118,95,71.8,0.198,0.463
22,167,364318.0,364136.73,113.39,GRASS,111,115,92,70.6,0.202,0.452
22,168,364318.0,364136.93,113.34,GRASS,109,113,90,69.8,0.204,0.442
22,169,364318.0,364137.13,113.34,GRASS,107,111,88,69.5,0.204,0.435
22,170,364318.0,364137.33,113.34,GRASS,108,111,89,69.6,0.203,0.436
22,171,364318.0,364137.53,113.34,GRASS,111,114,92,69.8,0.198,0.448
22,172,364318.0,364137.73,113.34,GRASS,111,114,91,70.0,0.203,0.449
23,0,364318.2,364103.33,118.04,GRASS,19,31,37,200.5,0.477,0.144
23,1,364318.2,364103.53,118.04,GRASS,20,31,37,200.6,0.468,0.144
23,2,364318.2,364103.73,118.04,GRASS,20,31,37,200.6,0.452,0.145
23,3,364318.2,364103.93,118.04,GRASS,23,35,39,195.5,0.411,0.152
23,4,364318.2,364104.13,118.04,GRASS,28,42,42,182.7,0.337,0.167
23,5,364318.2,364104.33,117.68,GRASS,33,49,45,168.0,0.321,0.191
23,6,364318.2,364104.53,117.68,GRASS,36,52,47,162.4,0.313,0.204
23,7,364318.2,364104.73,117.68,GRASS,36,53,47,158.8,0.318,0.207
23,8,364318.2,364104.93,117.68,GRASS,35,52,45,157.6,0.325,0.203
23,9,364318.2,364105.13,117.68,GRASS,31,48,42,159.2,0.341,0.187
23,10,364318.2,364105.33,117.43,GRASS,28,43,39,163.3,0.36,0.17
23,11,364318.2,364105.53,117.43,GRASS,26,41,38,167.2,0.367,0.16
23,12,364318.2,364105.73,117.43,GRASS,27,41,39,170.1,0.351,0.162
23,13,364318.2,364105.93,117.43,GRASS,30,44,43,174.6,0.322,0.173
23,14,364318.2,364106.13,117.43,GRASS,32,46,46,180.0,0.299,0.179
23,15,364318.2,364106.33,117.19,GRASS,31,44,45,184.6,0.305,0.175
23,16,364318.2,364106.53,117.19,GRASS,28,40,41,185.9,0.307,0.161
23,17,364318.2,364106.73,117.19,GRASS,30,41,41,180.9,0.269,0.16
23,18,364318.2,364106.93,117.19,GRASS,36,47,45,168.6,0.232,0.185
23,19,364318.2,364107.13,117.19,GRASS,41,52,47,155.1,0.215,0.204
23,20,364318.2,364107.33,116.85,GRASS,41,52,45,143.5,0.218,0.203
23,21,364318.2,364107.53,116.85,GRASS,42,53,44,130.7,0.211,0.209
23,22,364318.2,364107.73,116.85,GRASS,50,61,50,117.7,0.186,0.239
23,23,364318.2,364107.93,116.85,GRASS,60,71,57,107.4,0.19,0.278
23,24,364318.2,364108.13,116.85,GRASS,69,80,65,102.4,0.194,0.314
23,25,364318.2,364108.33,116.51,GRASS,72,83,67,101.5,0.198,0.327
23,26,364318.2,364108.53,116.51,GRASS,72,84,67,103.1,0.203,0.329
23,27,364318.2,364108.73,116.51,GRASS,69,82,64,104.3,0.214,0.32
23,28,364318.2,364108.93,116.51,GRASS,65,78,60,103.6,0.227,0.305
23,29,364318.2,364109.13,116.26,GRASS,66,78,61,103.0,0.228,0.308
23,30,364318.2,364109.33,116.26,GRASS,71,84,66,103.3,0.214,0.329
23,31,364318.2,364109.53,116.26,GRASS,76,89,71,102.8,0.205,0.349
23,32,364318.2,364109.73,116.26,GRASS,76,89,70,101.7,0.21,0.349
23,33,364318.2,364109.93,116.26,GRASS,75,88,68,99.9,0.224,0.346
23,34,364318.2,364110.13,115.86,GRASS,74,88,67,98.6,0.237,0.344
23,35,364318.2,364110.33,115.86,GRASS,78,91,70,97.7,0.235,0.358
23,36,364318.2,364110.53,115.86,GRASS,81,94,73,98.3,0.22,0.369
23,37,364318.2,364110.73,115.86,GRASS,81,94,74,100.0,0.209,0.368
23,38,364318.2,364110.93,115.86,GRASS,76,89,70,102.0,0.213,0.348
23,39,364318.2,364111.13,115.53,GRASS,74,87,69,104.0,0.209,0.341
23,40,364318.2,364111.33,115.53,GRASS,75,88,70,103.3,0.205,0.345
23,41,364318.2,364111.53,115.53,GRASS,76,88,71,101.9,0.2,0.346
23,42,364318.2,364111.73,115.53,GRASS,76,88,70,99.8,0.198,0.343
23,43,364318.2,364111.93,115.53,GRASS,76,88,70,98.3,0.202,0.343
23,44,364318.2,364112.13,115.24,GRASS,78,90,71,98.9,0.205,0.352
23,45,364318.2,364112.33,115.24,GRASS,77,90,71,101.4,0.21,0.352
23,46,364318.2,364112.53,115.24,GRASS,73,86,68,103.3,0.209,0.338
23,47,364318.2,364112.73,115.24,GRASS,67,80,62,103.3,0.225,0.314
23,48,364318.2,364112.93,115.24,GRASS,65,79,60,103.5,0.23,0.308
23,49,364318.2,364113.13,114.97,GRASS,67,80,62,103.8,0.225,0.315
23,50,364318.2,364113.33,114.97,GRASS,72,86,67,104.2,0.213,0.335
23,51,364318.2,364113.53,114.97,GRASS,79,92,74,105.2,0.195,0.361
23,52,364318.2,364113.73,114.97,GRASS,80,94,77,107.2,0.185,0.37
23,53,364318.2,364113.93,114.97,GRASS,80,94,76,109.0,0.185,0.368
23,54,364318.2,364114.13,114.58,GRASS,80,94,76,108.1,0.193,0.37
23,55,364318.2,364114.33,114.58,GRASS,79,94,75,108.4,0.201,0.37
23,56,364318.2,364114.53,114.58,GRASS,75,91,73,111.2,0.206,0.359
23,57,364318.2,364114.73,114.58,GRASS,72,89,70,115.7,0.208,0.348
23,58,364318.2,364114.93,114.58,GRASS,68,86,68,120.3,0.207,0.338
23,59,364318.2,364115.13,114.33,GRASS,67,85,68,124.2,0.215,0.333
23,60,364318.2,364115.33,114.33,GRASS,68,86,70,126.7,0.209,0.338
23,61,364318.2,364115.53,114.33,GRASS,70,88,72,126.7,0.205,0.344
23,62,364318.2,364115.73,114.33,GRASS,70,88,72,126.7,0.206,0.343
23,63,364318.2,364115.93,114.33,GRASS,66,84,68,126.7,0.213,0.331
23,64,364318.2,364116.13,114.01,GRASS,64,82,66,126.7,0.218,0.323
23,65,364318.2,364116.33,114.01,GRASS,67,85,69,126.7,0.211,0.335
23,66,364318.2,364116.53,114.01,GRASS,69,87,71,126.7,0.206,0.343
23,67,364318.2,364116.73,114.01,GRASS,68,86,70,128.5,0.21,0.337
23,68,364318.2,364116.93,114.01,GRASS,62,80,66,133.3,0.226,0.312
23,69,364318.2,364117.13,113.76,GRASS,61,79,66,138.6,0.229,0.309
23,70,364318.2,364117.33,113.76,GRASS,60,78,66,140.4,0.232,0.308
23,71,364318.2,364117.53,113.76,GRASS,61,79,67,139.6,0.226,0.31
23,72,364318.2,364117.73,113.76,GRASS,63,80,68,136.0,0.209,0.313
23,73,364318.2,364117.93,113.76,GRASS,65,80,68,128.9,0.185,0.314
23,74,364318.2,364118.13,113.61,GRASS,65,78,65,119.6,0.167,0.308
23,75,364318.2,364118.33,113.61,GRASS,63,74,61,109.0,0.185,0.292
23,76,364318.2,364118.53,113.61,GRASS,69,78,64,99.1,0.19,0.308
23,77,364318.2,364118.73,113.61,GRASS,80,89,73,93.8,0.18,0.351
23,78,364318.2,364118.93,113.61,GRASS,87,96,79,91.5,0.177,0.376
23,79,364318.2,364119.13,113.44,GRASS,88,95,78,86.3,0.181,0.374
23,80,364318.2,364119.33,113.44,GRASS,91,96,79,77.9,0.173,0.376
23,81,364318.2,364119.53,113.44,CONCRETE,107,108,94,66.1,0.131,0.425
23,82,364318.2,364119.73,113.44,CONCRETE,135,133,121,49.2,0.102,0.53
23,83,364318.2,364119.93,113.44,CONCRETE,164,158,149,36.7,0.089,0.642
23,84,364318.2,364120.13,113.16,CONCRETE,179,172,164,31.1,0.083,0.701
23,85,364318.2,364120.33,113.16,CONCRETE,183,176,168,31.0,0.083,0.719
23,86,364318.2,364120.53,113.16,CONCRETE,185,178,170,30.8,0.082,0.725
23,87,364318.2,364120.73,113.16,CONCRETE,185,178,170,31.3,0.082,0.726
23,88,364318.2,364120.93,113.16,CONCRETE,184,177,169,31.5,0.081,0.72
23,89,364318.2,364121.13,113.01,CONCRETE,181,174,167,31.7,0.082,0.712
23,90,364318.2,364121.33,113.01,CONCRETE,180,173,165,32.4,0.084,0.707
23,91,364318.2,364121.53,113.01,CONCRETE,180,174,165,33.8,0.086,0.708
23,92,364318.2,364121.73,113.01,CONCRETE,181,174,164,34.8,0.089,0.708
23,93,364318.2,364121.93,113.01,CONCRETE,181,174,164,35.3,0.092,0.71
23,94,364318.2,364122.13,113.03,CONCRETE,182,175,165,35.3,0.093,0.714
23,95,364318.2,364122.33,113.03,CONCRETE,184,177,167,34.3,0.089,0.72
23,96,364318.2,364122.53,113.03,CONCRETE,185,178,169,33.0,0.084,0.725
23,97,364318.2,364122.73,113.03,CONCRETE,186,179,171,32.1,0.081,0.728
23,98,364318.2,364122.93,113.03,CONCRETE,185,178,170,32.0,0.081,0.725
23,99,364318.2,364123.13,112.99,CONCRETE,185,178,171,31.4,0.079,0.727
23,100,364318.2,364123.33,112.99,CONCRETE,187,180,172,31.1,0.078,0.732
23,101,364318.2,364123.53,112.99,CONCRETE,188,181,173,31.4,0.078,0.735
23,102,364318.2,364123.73,112.99,CONCRETE,187,180,171,33.0,0.083,0.732
23,103,364318.2,364123.93,112.99,CONCRETE,185,179,169,35.4,0.089,0.727
23,104,364318.2,364124.13,113.33,CONCRETE,179,174,163,40.9,0.092,0.702
23,105,364318.2,364124.33,113.33,CONCRETE,158,155,142,49.4,0.102,0.62
23,106,364318.2,364124.53,113.33,CONCRETE,129,129,113,59.4,0.125,0.507
23,107,364318.2,364124.73,113.33,DIRT,109,111,93,66.3,0.161,0.435
23,108,364318.2,364124.93,113.33,DIRT,106,108,92,68.2,0.156,0.425
23,109,364318.2,364125.13,113.4,CONCRETE,113,114,99,64.6,0.132,0.448
23,110,364318.2,364125.33,113.4,CONCRETE,126,125,110,56.0,0.123,0.494
23,111,364318.2,364125.53,113.4,CONCRETE,137,134,119,48.3,0.135,0.539
23,112,364318.2,364125.73,113.4,CONCRETE,143,138,123,45.3,0.142,0.562
23,113,364318.2,364125.93,113.4,CONCRETE,138,133,118,46.4,0.146,0.541
23,114,364318.2,364126.13,113.39,GRASS,130,127,111,51.1,0.144,0.51
23,115,364318.2,364126.33,113.39,GRASS,125,124,108,58.0,0.134,0.49
23,116,364318.2,364126.53,113.39,GRASS,125,126,109,62.7,0.13,0.492
23,117,364318.2,364126.73,113.39,GRASS,121,123,106,65.1,0.133,0.481
23,118,364318.2,364126.93,113.39,GRASS,115,117,100,67.8,0.141,0.458
23,119,364318.2,364127.13,113.36,GRASS,106,110,93,72.5,0.154,0.431
23,120,364318.2,364127.33,113.36,GRASS,103,107,90,75.9,0.165,0.421
23,121,364318.2,364127.53,113.36,GRASS,107,112,93,75.8,0.167,0.439
23,122,364318.2,364127.73,113.36,GRASS,117,121,101,73.1,0.162,0.475
23,123,364318.2,364127.93,113.36,GRASS,123,127,106,70.8,0.16,0.497
23,124,364318.2,364128.13,113.31,GRASS,125,128,107,69.4,0.162,0.501
23,125,364318.2,364128.33,113.31,GRASS,119,122,101,68.8,0.171,0.48
23,126,364318.2,364128.53,113.31,GRASS,110,113,92,70.6,0.19,0.445
23,127,364318.2,364128.73,113.31,GRASS,105,110,87,73.7,0.203,0.43
23,128,364318.2,364128.93,113.31,GRASS,105,111,88,77.6,0.207,0.437
23,129,364318.2,364129.13,113.2,GRASS,103,111,88,81.6,0.211,0.437
23,130,364318.2,364129.33,113.2,GRASS,99,109,86,85.2,0.215,0.428
23,131,364318.2,364129.53,113.2,GRASS,98,109,86,88.0,0.21,0.426
23,132,364318.2,364129.73,113.2,GRASS,102,111,90,86.6,0.188,0.435
23,133,364318.2,364129.93,113.2,GRASS,108,116,96,83.2,0.17,0.455
23,134,364318.2,364130.13,113.16,GRASS,113,120,100,81.4,0.162,0.469
23,135,364318.2,364130.33,113.16,GRASS,107,115,95,82.9,0.178,0.451
23,136,364318.2,364130.53,113.16,GRASS,104,113,91,83.9,0.191,0.443
23,137,364318.2,364130.73,113.16,GRASS,101,110,87,84.5,0.208,0.433
23,138,364318.2,364130.93,113.16,GRASS,102,112,88,85.7,0.212,0.44
23,139,364318.2,364131.13,113.17,GRASS,104,115,91,87.2,0.209,0.45
23,140,364318.2,364131.33,113.17,GRASS,105,116,91,85.4,0.209,0.453
23,141,364318.2,364131.53,113.17,GRASS,105,114,90,81.6,0.212,0.446
23,142,364318.2,364131.73,113.17,GRASS,110,117,94,77.1,0.201,0.459
23,143,364318.2,364131.93,113.17,GRASS,116,121,97,73.3,0.192,0.473
23,144,364318.2,364132.13,113.19,GRASS,118,122,100,70.3,0.187,0.48
23,145,364318.2,364132.33,113.19,GRASS,117,121,98,69.7,0.189,0.473
23,146,364318.2,364132.53,113.19,GRASS,110,114,91,70.5,0.2,0.448
23,147,364318.2,364132.73,113.19,GRASS,106,111,88,71.5,0.208,0.434
23,148,364318.2,364132.93,113.28,GRASS,106,112,89,75.2,0.206,0.438
23,149,364318.2,364133.13,113.28,GRASS,104,112,89,79.5,0.208,0.439
23,150,364318.2,364133.33,113.28,GRASS,102,110,87,81.9,0.215,0.432
23,151,364318.2,364133.53,113.28,GRASS,103,111,88,80.3,0.212,0.437
23,152,364318.2,364133.73,113.28,GRASS,107,114,91,78.4,0.202,0.448
23,153,364318.2,364133.93,113.36,GRASS,107,114,92,79.3,0.195,0.448
23,154,364318.2,364134.13,113.36,GRASS,99,109,87,86.8,0.197,0.427
23,155,364318.2,364134.33,113.36,GRASS,86,99,79,98.7,0.205,0.39
23,156,364318.2,364134.53,113.36,GRASS,77,93,73,108.0,0.213,0.364
23,157,364318.2,364134.73,113.36,GRASS,74,90,71,111.3,0.214,0.355
23,158,364318.2,364134.93,113.4,GRASS,74,91,71,111.3,0.213,0.356
23,159,364318.2,364135.13,113.4,GRASS,77,94,73,108.6,0.216,0.367
23,160,364318.2,364135.33,113.4,GRASS,84,99,78,104.4,0.208,0.387
23,161,364318.2,364135.53,113.4,GRASS,89,103,82,98.2,0.206,0.404
23,162,364318.2,364135.73,113.4,GRASS,94,105,83,91.1,0.21,0.412
23,163,364318.2,364135.93,113.39,GRASS,97,107,84,84.9,0.213,0.419
23,164,364318.2,364136.13,113.39,GRASS,101,108,85,77.4,0.214,0.424
23,165,364318.2,364136.33,113.39,GRASS,109,114,90,73.0,0.205,0.446
23,166,364318.2,364136.53,113.39,GRASS,111,115,92,71.9,0.201,0.452
23,167,364318.2,364136.73,113.39,GRASS,110,114,91,72.4,0.201,0.449
23,168,364318.2,364136.93,113.34,GRASS,106,111,88,73.8,0.207,0.436
23,169,364318.2,364137.13,113.34,GRASS,104,110,87,75.0,0.21,0.43
23,170,364318.2,364137.33,113.34,GRASS,105,111,88,75.7,0.208,0.434
23,171,364318.2,364137.53,113.34,GRASS,108,114,91,75.4,0.202,0.446
23,172,364318.2,364137.73,113.34,GRASS,108,113,90,73.7,0.204,0.444
24,0,364318.4,364103.33,118.04,GRASS,19,32,38,199.9,0.481,0.147
24,1,364318.4,364103.53,118.04,GRASS,20,31,37,200.4,0.474,0.146
24,2,364318.4,364103.73,118.04,GRASS,20,31,37,201.2,0.461,0.145
24,3,364318.4,364103.93,118.04,GRASS,21,32,38,200.4,0.449,0.149
24,4,364318.4,364104.13,118.04,GRASS,22,34,39,197.0,0.433,0.152
24,5,364318.4,364104.33,117.68,GRASS,22,35,38,190.4,0.417,0.15
24,6,364318.4,364104.53,117.68,GRASS,24,38,39,181.6,0.379,0.151
24,7,364318.4,364104.73,117.68,GRASS,26,41,40,173.8,0.366,0.162
24,8,364318.4,364104.93,117.68,GRASS,28,43,41,170.8,0.357,0.168
24,9,364318.4,364105.13,117.68,GRASS,28,43,41,171.5,0.348,0.169
24,10,364318.4,364105.33,117.43,GRASS,28,42,41,174.6,0.344,0.167
24,11,364318.4,364105.53,117.43,GRASS,27,42,41,178.0,0.344,0.163
24,12,364318.4,364105.73,117.43,GRASS,26,40,40,180.3,0.354,0.157
24,13,364318.4,364105.93,117.43,GRASS,26,40,40,182.8,0.365,0.158
24,14,364318.4,364106.13,117.43,GRASS,26,40,41,183.6,0.362,0.16
24,15,364318.4,364106.33,117.19,GRASS,27,40,41,184.0,0.35,0.161
24,16,364318.4,364106.53,117.19,GRASS,26,39,40,184.4,0.34,0.157
24,17,364318.4,364106.73,117.19,GRASS,27,39,40,183.9,0.326,0.157
24,18,364318.4,364106.93,117.19,GRASS,29,41,41,180.2,0.302,0.161
24,19,364318.4,364107.13,117.19,GRASS,29,41,39,171.9,0.294,0.161
24,20,364318.4,364107.33,116.85,GRASS,30,42,37,156.7,0.275,0.165
24,21,364318.4,364107.53,116.85,GRASS,39,50,42,137.9,0.217,0.196
24,22,364318.4,364107.73,116.85,GRASS,53,64,53,120.7,0.167,0.251
24,23,364318.4,364107.93,116.85,GRASS,65,76,63,107.5,0.177,0.299
24,24,364318.4,364108.13,116.85,GRASS,73,85,69,101.5,0.189,0.331
24,25,364318.4,364108.33,116.51,GRASS,74,86,69,99.8,0.202,0.337
24,26,364318.4,364108.53,116.51,GRASS,73,85,67,100.5,0.215,0.333
24,27,364318.4,364108.73,116.51,GRASS,69,82,64,102.2,0.225,0.322
24,28,364318.4,364108.93,116.51,GRASS,66,79,61,102.8,0.231,0.31
24,29,364318.4,364109.13,116.26,GRASS,65,78,60,103.3,0.23,0.307
24,30,364318.4,364109.33,116.26,GRASS,69,82,64,103.3,0.219,0.323
24,31,364318.4,364109.53,116.26,GRASS,73,86,68,103.1,0.21,0.337
24,32,364318.4,364109.73,116.26,GRASS,72,85,67,102.8,0.213,0.335
24,33,364318.4,364109.93,116.26,GRASS,72,85,66,101.9,0.22,0.332
24,34,364318.4,364110.13,115.86,GRASS,72,86,66,100.6,0.227,0.335
24,35,364318.4,364110.33,115.86,GRASS,75,88,68,99.3,0.229,0.345
24,36,364318.4,364110.53,115.86,GRASS,77,91,70,98.9,0.224,0.355
24,37,364318.4,364110.73,115.86,GRASS,78,91,71,100.0,0.216,0.356
24,38,364318.4,364110.93,115.86,GRASS,75,88,70,101.5,0.213,0.347
24,39,364318.4,364111.13,115.53,GRASS,77,90,72,103.0,0.2,0.352
24,40,364318.4,364111.33,115.53,GRASS,77,90,72,101.9,0.197,0.352
24,41,364318.4,364111.53,115.53,GRASS,77,88,71,99.8,0.197,0.345
24,42,364318.4,364111.73,115.53,GRASS,75,85,68,97.0,0.2,0.335
24,43,364318.4,364111.93,115.53,GRASS,76,86,69,95.5,0.204,0.339
24,44,364318.4,364112.13,115.24,GRASS,78,90,71,97.1,0.205,0.352
24,45,364318.4,364112.33,115.24,GRASS,78,91,72,100.7,0.207,0.355
24,46,364318.4,364112.53,115.24,GRASS,76,88,70,103.2,0.203,0.347
24,47,364318.4,364112.73,115.24,GRASS,72,85,67,103.3,0.213,0.332
24,48,364318.4,364112.93,115.24,GRASS,71,84,66,103.3,0.213,0.331
24,49,364318.4,364113.13,114.97,GRASS,73,86,68,103.3,0.21,0.336
24,50,364318.4,364113.33,114.97,GRASS,77,90,72,103.3,0.2,0.353
24,51,364318.4,364113.53,114.97,GRASS,80,93,75,104.5,0.192,0.364
24,52,364318.4,364113.73,114.97,GRASS,76,90,73,106.9,0.193,0.353
24,53,364318.4,364113.93,114.97,GRASS,75,89,72,109.0,0.196,0.349
24,54,364318.4,364114.13,114.58,GRASS,79,93,75,108.1,0.195,0.365
24,55,364318.4,364114.33,114.58,GRASS,82,97,78,108.6,0.196,0.381
24,56,364318.4,364114.53,114.58,GRASS,79,95,76,111.7,0.198,0.372
24,57,364318.4,364114.73,114.58,GRASS,73,91,72,116.3,0.205,0.357
24,58,364318.4,364114.93,114.58,GRASS,68,86,68,120.1,0.21,0.337
24,59,364318.4,364115.13,114.33,GRASS,65,84,66,123.9,0.22,0.328
24,60,364318.4,364115.33,114.33,GRASS,67,85,69,126.7,0.212,0.332
24,61,364318.4,364115.53,114.33,GRASS,70,88,72,126.7,0.205,0.344
24,62,364318.4,364115.73,114.33,GRASS,71,89,73,126.7,0.201,0.351
24,63,364318.4,364115.93,114.33,GRASS,69,87,71,126.7,0.206,0.343
24,64,364318.4,364116.13,114.01,GRASS,68,86,70,126.7,0.21,0.336
24,65,364318.4,364116.33,114.01,GRASS,70,88,72,126.7,0.205,0.344
24,66,364318.4,364116.53,114.01,GRASS,71,89,73,126.7,0.202,0.35
24,67,364318.4,364116.73,114.01,GRASS,69,87,71,127.8,0.206,0.34
24,68,364318.4,364116.93,114.01,GRASS,63,81,67,131.4,0.218,0.318
24,69,364318.4,364117.13,113.76,GRASS,63,81,68,135.7,0.219,0.317
